"ID","TARGET"
2,0.0497199259698391
5,0.0545160658657551
6,0.00134039390832186
7,0.0104022212326527
9,0.00163231405895203
11,0.242176458239555
12,0.0584645010530949
15,0.167190760374069
16,0.0380584932863712
17,0.0276400335133076
19,0.0173954833298922
21,0.00225481041707098
22,0.0174159128218889
24,0.0117050120607018
27,0.0118468450382352
28,0.0206859335303307
30,0.165262073278427
33,0.00211052200756967
35,0.0141129493713379
37,0.027154803276062
38,0.018120177090168
40,0.186036393046379
41,0.0255924370139837
44,0.0116601902991533
46,0.0448779985308647
47,0.00681219156831503
48,0.00239960011094809
50,0.00562518974766135
52,0.167849659919739
53,0.00661896308884025
55,0.0244028512388468
57,0.00167782779317349
58,0.0137471938505769
59,0.012394730001688
62,0.0277833268046379
63,0.0116531644016504
64,0.025248421356082
65,0.0120072718709707
67,0.0164294950664043
69,0.0442848950624466
70,0.00226770713925362
71,0.0196884348988533
72,0.00281898863613605
73,0.00180163932964206
76,0.00485816691070795
78,0.00230928207747638
79,0.0341278575360775
81,0.00250199297443032
85,0.0117637701332569
86,0.00275608222000301
89,0.0395571477711201
94,0.0904055759310722
96,0.00245851697400212
97,0.0183415431529284
98,0.00204645516350865
99,0.0213485062122345
100,0.269467890262604
103,0.0820026993751526
104,0.00573523109778762
108,0.00626864330843091
110,0.00227296212688088
112,0.0272507183253765
114,0.0367804616689682
116,0.0167416892945766
117,0.00805397611111403
119,0.00471448339521885
120,0.00443138321861625
121,0.00119828421156853
123,0.0185417030006647
124,0.0300862155854702
126,0.00121396884787828
128,0.0107744187116623
129,0.0742703899741173
133,0.0455404780805111
138,0.0275453124195337
147,0.0252509750425816
149,0.0280476603657007
158,0.00224933866411448
160,0.00898860953748226
164,0.0259550176560879
167,0.072426475584507
168,0.0188056547194719
174,0.0110133523121476
181,0.0231769010424614
185,0.0316244550049305
187,0.00315853860229254
189,0.00929726287722588
190,0.0583208650350571
194,0.00514944130554795
197,0.0397242233157158
198,0.0205967351794243
201,0.0269386600703001
205,0.00648150173947215
208,0.143887713551521
211,0.013564694672823
216,0.0296706818044186
219,0.0704557374119759
223,0.00552644394338131
224,0.108311533927917
226,0.0138323195278645
229,0.00953007582575083
230,0.0150766214355826
237,0.0230836179107428
238,0.0206394717097282
240,0.101437225937843
243,0.00225945701822639
245,0.133053943514824
246,0.244473680853844
247,0.00574133032932878
248,0.00673952233046293
249,0.00224847602657974
250,0.288970649242401
251,0.00126177887432277
255,0.100948192179203
256,0.0233226716518402
257,0.0805624574422836
260,0.160677850246429
261,0.00373387476429343
263,0.195789590477943
264,0.164091527462006
267,0.00807134341448545
268,0.0219158753752708
272,0.00558635545894504
274,0.00435149949043989
275,0.00471295323222876
277,0.286604642868042
278,0.28970605134964
280,0.00726801203563809
281,0.0128229651600122
282,0.077758900821209
283,0.0121551146730781
284,0.0844488516449928
286,0.016111746430397
290,0.0167638473212719
291,0.0316099859774113
293,0.0307532325387001
295,0.0506404973566532
297,0.00141847878694534
298,0.072820745408535
300,0.0028509721159935
304,0.00359692494384944
305,0.00534924538806081
308,0.00344499200582504
309,0.00852654688060284
310,0.00748331099748611
312,0.0320956818759441
313,0.154799282550812
315,0.00720552960410714
317,0.0256482474505901
318,0.0218345951288939
321,0.00813605636358261
323,0.0939932838082314
325,0.0117073124274611
326,0.0122099611908197
327,0.0202329251915216
328,0.0521224960684776
329,0.0152026563882828
330,0.00284563470631838
331,0.00878084357827902
334,0.0392938107252121
335,0.0090346597135067
336,0.058185413479805
337,0.00466669490560889
338,0.0469876937568188
