"ID","TARGET"
2,0.056003102371268
5,0.0591016904035024
6,0.000508192480251193
7,0.00975034296902269
9,0.000804690652374178
11,0.255410244921193
12,0.0502501212877314
15,0.161703298474282
16,0.0265572112732977
17,0.0204994770654067
19,0.021312148615893
21,0.00188574951937795
22,0.0199532098849639
24,0.00990866400586814
27,0.00906297081149556
28,0.0247410947999284
30,0.148621744033966
33,0.00169811593026109
35,0.0128209578074813
37,0.0207599315629639
38,0.0138748541558534
40,0.204587256163701
41,0.0278223011644781
44,0.005660815148158
46,0.0571679623508826
47,0.00705630486223847
48,0.00240740182806924
50,0.00316668520589173
52,0.178884888626546
53,0.00724161773579568
55,0.0255862926700115
57,0.000410189452042803
58,0.00723335785328597
59,0.0137822383656502
62,0.0293987555288188
63,0.00961774330196529
64,0.0234621122588143
65,0.0147978890135921
67,0.0151843545911387
69,0.0486815724716708
70,0.00161986351298168
71,0.029097634964779
72,0.00284500208411366
73,0.00120293149403483
76,0.00415065407395363
78,0.00176062502287328
79,0.04330709406849
81,0.00116610118108243
85,0.0108543321091197
86,0.00192582096895762
89,0.0356554111263826
94,0.109499244584247
96,0.00221223320313916
97,0.0192960964586288
98,0.00149887245612591
99,0.0170759046899676
100,0.276685947751746
103,0.085727847845301
104,0.00579018642817065
108,0.00684353218906373
110,0.000980536117751151
112,0.025502494718574
114,0.0341201563495546
116,0.0228965332797728
117,0.00663227560848184
119,0.00317099885442853
120,0.00363946159377694
121,0.000117814544958994
123,0.0202003587807342
124,0.0288167300434932
126,0.000588153748262674
128,0.00953146265777945
129,0.10911801259404
133,0.0394779565611444
138,0.0213418782844767
147,0.0334167278185636
149,0.0205686061256528
158,0.00166778938467056
160,0.00610020024872199
164,0.0346096361454353
167,0.0703822577358931
168,0.0180628514854163
174,0.010132591590248
181,0.0229267303408161
185,0.0354634608357474
187,0.00430998476590589
189,0.0147239562186971
190,0.0452737814592943
194,0.00528322712771408
197,0.0289724452843666
198,0.0208598175913989
201,0.0472783817371465
205,0.00659434615968168
208,0.121354961512052
211,0.0103806438623704
216,0.027766884922415
219,0.0519126140940934
223,0.00455959709693119
224,0.102863616719767
226,0.0156759454768449
229,0.00806700411290675
230,0.0132491965253875
237,0.0158931174323633
238,0.0220319849568009
240,0.0833614125891402
243,0.00142474567668326
245,0.14146466933845
246,0.254089868843064
247,0.00517001138010249
248,0.00873819271588325
249,0.00169811593026109
250,0.315333068220124
251,0.000448919220425188
255,0.115104207576223
256,0.0224657199249491
257,0.0939453600821123
260,0.168468540966719
261,0.00280756116871536
263,0.206617865648359
264,0.17201785354422
267,0.00652475913472474
268,0.0196800515825264
272,0.00478490603953972
274,0.00698441477047652
275,0.00452898911540583
277,0.286527454125628
278,0.322538523741946
280,0.00463683748083003
281,0.0193402470284179
282,0.11411159961921
283,0.0079558084057644
284,0.0512112720209435
286,0.0186908802539855
290,0.017952386623688
291,0.0289424447259232
293,0.0325007830778211
295,0.0770366209905297
297,3.59998243078589e-05
298,0.0808985646136254
300,0.0023845928307604
304,0.00458892010355554
305,0.00367804843053967
308,0.00157152206490561
309,0.00639644046028703
310,0.00777389830800146
312,0.0279793102333471
313,0.163485167245492
315,0.00717496074518561
317,0.0227245295583308
318,0.022852485825181
321,0.00760720954034477
323,0.0723298775686026
325,0.00857613604267687
326,0.0133796686460972
327,0.0190375960860923
328,0.0534710435990617
329,0.0173227532580867
330,0.00137657487411983
331,0.00712114785680547
334,0.0415193365841508
335,0.00692730763662793
336,0.0514594850125536
337,0.00357143099387921
338,0.0506133218708485
339,0.0178669587093741
341,0.231359308231771
343,0.0111097147820555
346,0.00159395334222913
348,0.00164957951207645
350,0.198382540265217
351,0.000407291869254782
352,0.0217610748660564
357,0.0597123773024604
358,0.00985012087813765
360,0.0045783630272001
361,0.0133851528160721
364,0.0267015698023513
365,0.0317039349217936
366,0.0156230704909787
367,0.00564370457593724
368,0.00601058082765341
370,0.00189520210872777
372,0.00248205258871242
376,1.05372431091961e-05
377,0.00290014466581866
379,0.017161396675013
380,0.00989769330815971
381,0.0739887376395539
385,0.0105346443042159
386,0.0382921523797587
389,0.0502624004942924
391,0.0528189562400989
392,0.002332751672782
393,0.00818092443952709
395,0.0232395892544053
396,0.00656360402638093
397,4.4331462867558e-05
398,0.0187001149209291
399,0.0497320527812354
400,0.0138856040383354
401,0.0108406011841856
403,0.00666579447679222
405,0.0276837527177259
406,0.0186292175435647
409,0.00712216597958654
411,0.0106955181703381
413,0.00175708881684393
418,0.00239487007770035
419,0.00851704352156818
422,0.0217610748660564
424,0.271320526803121
425,0.0341360439310446
427,0.00221223320313916
430,0
431,0.0173000344361365
434,0.011671093645297
435,0.0277046838224009
437,0.0679942160886377
438,0.000552872538052499
439,0.116487634644791
442,0.00961774330196529
446,0.0158902077457979
450,0.0441911756805107
451,0.0111194663114771
452,0.00594196324657649
454,0
455,0.00347135592301842
463,0.0146920249732286
464,0.00939845355668664
465,0.00316321815472841
467,0.152100983280033
468,0.0312599120213166
470,0.0099617550451383
472,0.255452176742837
473,0.0183486944464594
475,0.00403234853504132
476,0.00302675481520593
479,0.0173663294005692
481,0.00245955894300342
483,0.0321008314329162
484,0.0078367390280962
486,0.0309432585602775
487,0.0012479434509445
491,0.0205555576507822
494,0.00816979480046034
495,0.00249973626120761
497,0.0189399591193944
498,0.00693622969910875
499,0.00974394473125041
503,0.0270523352066874
504,0.0222544290185645
505,0.00690909870481118
506,0.00480245428269915
507,0.0121001276418194
508,0.0965005037231147
509,0.0370301115950197
510,0.00715016569859721
511,0.0125548518850431
512,0.0181064563521072
516,0.00144471514746174
518,0.0409607152694426
519,0.00523529525269568
520,0.00572812595275231
521,0.00318913360759243
522,0.00167985766961984
524,0.0935974036803097
525,0.00469891290035658
526,0.00184756389711425
528,0.016464759801507
529,0.0247298045785874
531,0.0915698535360917
532,0.26486768217811
534,0.117824194771223
536,0.0389711839884668
539,0.112719610893868
540,0.0138289901376814
541,0.00112244631684571
542,0.0890032185347527
545,0.00967207415976375
546,0.00201326715485379
552,0.023800771040909
556,0
557,0.00189447548502497
559,0.0129467212141901
562,0.0164552405259851
563,0.0120565918527916
565,0.0476891442144588
569,0.000126967646175995
570,0.101882683353908
574,0.024417454391703
575,0.00915489511046558
585,0.00805964188697189
589,0.00665422781594843
590,0.0143812860033289
592,0.00899642038749158
593,0.0266305906280428
594,0.00601165835754946
595,0.00815994782438874
597,0.00451830124299787
601,0.0014905621493645
603,0.0138647447080165
604,0
605,0.0273477615202889
607,0.00197627471629716
608,0.0144169584570974
610,0.0230130642281473
612,0.0484592237867415
613,0.055574317949377
615,0.00141920086582936
616,0.302407755036354
617,0.0308320949346498
619,0.0111100270202905
620,0.143870742071956
621,0.00307361724162102
624,0.0262635516490489
625,0.00532841104843095
628,0.00246457018395141
629,0.218537714230746
630,0.031276421605207
632,0.0464917768104188
634,0.000300544844511896
637,0.0129809880893826
638,0.013375614458736
642,0.0195585215769336
643,0.00429330476362631
644,0.081714450501129
646,0.000132398725934326
655,0.0211181291633211
660,0.0183221797483116
664,0.0213852943366542
665,0.0696176724830493
666,0.00193969038140029
670,0.105193626137108
671,0.278609471569762
672,0.00606861341340467
675,0.00187522258613259
676,0.0501218447920009
677,0.0456273134309798
678,0.00296878490008414
680,0.00273189992553368
683,0.165163688497275
684,0.0153406886229217
685,0.0360843997648284
691,0.0845407094006315
693,0.000249279199564829
696,0.000280052858583629
698,0.00481915177164413
699,0.0164236932518184
700,0.00854619150298461
703,0.00750690260212868
704,0.0185076783231348
705,0.00675123658520356
707,0.201358421301693
709,0.0999849839370772
711,0.237822090584621
713,0.0138744274889529
716,0.00105605657633953
719,0.0020554173608683
721,0.00689583406009525
722,0.00366444240463898
723,0.018648709282713
724,0.00283003865630552
727,0.000724218286130577
728,0.0122004323774129
729,0.00124648053744063
733,0.0105882857170701
736,0.00516103713940084
739,0.0440926029783413
742,0.267151538458332
743,0.0117309899506494
744,0.00350715012449026
745,0.259992389139041
747,0.00791855736712366
749,0.0203802773739397
750,0.0258187404112145
751,0.0297764563655518
752,0.00331846947567537
755,0.00333838357773051
756,0
762,0.0294243934994489
763,0.052351748274222
764,0.0138523791273087
765,0.0174371862167753
766,0.00768069475133345
769,0.0212186149376705
770,0.234678228357539
773,0.00470498394880444
774,0.0480985209980831
776,0.0127358358185738
777,0.0149941199979596
778,0.00369594501198456
779,0.0100412012352124
780,0.000933217024983838
781,0.0225603762341216
786,0.0539848213274628
788,0.00269460401357338
794,0.0251415057319105
796,0.209299811749786
801,0.10777503068772
802,0.0213138710316047
803,0.00511710254513659
804,0.00336743437059224
805,0.00295303872740641
809,0.0243990238299891
810,0.0719862480009645
817,0.0159616424742863
819,0.0138645679459274
821,0.00659069596619159
824,0.199448040274724
825,0.00724112731975317
826,0.178482590644941
830,0.0057317821395807
831,0.0296606937163174
832,0.00748582695721835
833,0.0113204652095064
837,0.0214576969117224
839,2.12394920084622e-05
840,0.00138095035867207
841,0.0360223293989226
842,0.00179771888128854
843,0.00372968463190272
844,0.0772308905273601
845,0.0157423837831393
848,0.0194408483629897
853,0.018342408716023
854,0
855,0.00210706287238374
856,0.0135265459024422
861,0.00406598670300841
865,0.0334167278185636
866,6.56986389402299e-05
867,0.00755306315410137
870,0.00253856052509323
871,0.0494747473629862
872,0.00981400577843934
873,0.0156106347452402
874,0.043580225090906
875,0.00321370212818217
876,0.00286780943254381
879,0.0164236932518184
880,0.00202503199760616
883,0.0155777423569784
884,0.00371743524244055
886,0.0179957603281513
890,0.0020659523778744
892,0.0216027464316636
893,0.0539415939842574
894,0.0268319590259269
895,0.0252163952729106
896,0.0289668725200705
897,0.0018421683702562
899,0.143990979257569
900,0.00692021254961193
901,0.00440218720448762
902,0.241959731422052
905,0.00815595151633583
912,0.0850898161631525
914,0.237369203759655
915,0.0561326685419492
917,0.152331494965814
918,0.0023153584160544
919,0.00786371634557843
921,0.00221113613045122
922,0.0148550629676729
923,0.00275000810402259
926,0.000723051949681714
929,0.00299344199744239
930,0.00672255028889328
931,0.0567618562100492
937,0.00231187781983986
938,0.0139483313839324
939,0.0293153210246041
941,0.0352374951556548
946,0.00546842992346734
947,0.0502728474649489
950,0.00184657067468576
951,0.00260535536741838
952,0.0147826614856869
953,0.0172071512635015
954,0
955,0.00789217793434113
956,0.226246587378591
957,0.036438018003501
960,0.0356406032238528
963,0.293397506113037
966,0.0244717844547629
969,0.0272557491068467
971,0.00664632193911262
972,0.00231626423117518
975,0.0169719222270846
980,0.00993060485092178
982,0.155191303042404
983,0.00275538720729202
985,0.111038064471118
987,0.00682449918267596
988,0.0035876510452358
991,0.0103521586438008
992,0
995,0.198897074858755
996,0.00223338497196883
998,0.00204775845391676
1001,0.203097550943837
1002,0.00732679219157994
1004,0.0135765583617836
1005,0.0467364211220443
1010,0.00108494170370698
1011,8.72051802184433e-05
1012,0.00194096536359191
1013,0.0233278180787638
1014,0.0112178518841043
1015,0.0511351942234337
1016,0.0119873051778227
