"ID","TARGET"
2,0.0273286998271942
5,0.0188663322478533
6,0.013224171474576
7,0.0405517406761646
9,0.0252142418175936
11,0.0405517406761646
12,0.0903407782316208
15,0.0391250178217888
16,0.0302563551813364
17,0.0287346597760916
19,0.0276320837438107
21,0.0266387723386288
22,0.0379419252276421
24,0.0266187433153391
27,0.0377240851521492
28,0.0302646066993475
30,0.0356044545769691
33,0.0266187433153391
35,0.0275910533964634
37,0.0169199015945196
38,0.0193312503397465
40,0.0405517406761646
41,0.0968228131532669
44,0.0595305971801281
46,0.0189547725021839
47,0.0777282044291496
48,0.0181133020669222
50,0.0283497553318739
52,0.0391250178217888
53,0.0405517406761646
55,0.0405517406761646
57,0.0198407247662544
58,0.0433844551444054
59,0.0405517406761646
62,0.0155742224305868
63,0.0285891313105822
64,0.0252142418175936
65,0.0220178291201591
67,0.0263476930558681
69,0.0195930898189545
70,0.027629304677248
71,0.279872387647629
72,0.0312727466225624
73,0.0226280726492405
76,0.0443382561206818
78,0.0206838082522154
79,0.0220806058496237
81,0.0161982197314501
85,0.0283497553318739
86,0.0276320837438107
89,0.0156423337757587
94,0.0405517406761646
96,0.0276320837438107
97,0.0837038978934288
98,0.025332884863019
99,0.0282646995037794
100,0.0574528425931931
103,0.0405517406761646
104,0.0218975655734539
108,0.0218088552355766
110,0.0293239336460829
112,0.0222049616277218
114,0.0282646995037794
116,0.028063990175724
117,0.0414829440414906
119,0.0186525825411081
120,0.0170596484094858
121,0.0214172787964344
123,0.0173750221729279
124,0.0263476930558681
126,0.0219550672918558
128,0.025332884863019
129,0.0280382633209229
133,0.0190579351037741
138,0.0259184371680021
147,0.0405517406761646
149,0.0224510617554188
158,0.0186549015343189
160,0.0276320837438107
164,0.0162470769137144
167,0.0286108758300543
168,0.0464776493608952
174,0.0218885131180286
181,0.0297877732664347
185,0.0265112463384867
187,0.0167595315724611
189,0.0224571786820889
190,0.0161902979016304
194,0.033649668097496
197,0.296921640634537
198,0.0405517406761646
201,0.0199742466211319
205,0.0193499028682709
208,0.0207182541489601
211,0.0273597985506058
216,0.0405517406761646
219,0.0373394824564457
223,0.0228996258229017
224,0.0405517406761646
