"ID","TARGET"
2,0.04795140363276
5,0.0579253252595663
6,0.00235310668358579
7,0.01405672095716
9,0.0028383616823703
11,0.224398866295815
12,0.0367588629946113
15,0.153280553221703
16,0.0314494512975216
17,0.0290466172620654
19,0.0257556473836303
21,0.00399055993184447
22,0.0206094935536385
24,0.0129862058907747
27,0.0140668474137783
28,0.0243954034522176
30,0.171313986182213
33,0.0037328171543777
35,0.0134332437068224
37,0.0259054219350219
38,0.0174106815829873
40,0.174549549818039
41,0.0283884359523654
44,0.00794400502927601
46,0.0528288125991821
47,0.00735320784151554
48,0.00416782808024436
50,0.0065522878896445
52,0.174679943919182
53,0.00882531041279435
55,0.030231274291873
57,0.00270000195596367
58,0.00842667445540428
59,0.016245651524514
62,0.0317510763183236
63,0.0110178505070508
64,0.0213176947087049
65,0.013167657982558
67,0.017145071644336
69,0.0701967936009169
70,0.00370697120670229
71,0.0174150592647493
72,0.00547024984844029
73,0.00191072168527171
76,0.00389218437485397
78,0.00256316313752905
79,0.0309516485780478
81,0.00346966420765966
85,0.0109312981367111
86,0.00396761011797935
89,0.0434845168143511
94,0.103209701180458
96,0.00438153971917927
97,0.0186381972394884
98,0.00354056542273611
99,0.0239538788795471
100,0.22635512650013
103,0.0907361306250095
104,0.0103780661709607
108,0.0108688104897738
110,0.00329363734927028
112,0.026440304890275
114,0.0297048684209585
116,0.0248403035569936
117,0.00717551866546273
119,0.00861012218520045
120,0.00340518901357427
121,0.00168759975349531
123,0.0225492043420672
124,0.0311026606708765
126,0.00215671305777505
128,0.0109517350792885
129,0.088200768083334
133,0.0424901472404599
138,0.0202363729476929
147,0.0274759473279119
149,0.02990493606776
158,0.00372499478980899
160,0.0077878784853965
164,0.0386678855866194
167,0.0691749434918165
168,0.0240720001980662
174,0.00835644765757024
181,0.0226480563171208
185,0.0345074482262135
187,0.00620660320855677
189,0.014775855652988
190,0.0582492239773273
194,0.00570900137536228
197,0.0272726040333509
198,0.027525913156569
201,0.0348036125302315
205,0.00846561859361827
208,0.10418086796999
211,0.0121667495928705
216,0.0252474375069141
219,0.0606942635029554
223,0.00527471019886434
224,0.118915133178234
226,0.0194478243589401
229,0.0104626133106649
230,0.0205419913865626
237,0.0243694704025984
238,0.0266347885131836
240,0.102369029074907
243,0.00351069702301174
245,0.166020509600639
246,0.219512996077538
247,0.00526950755156577
248,0.00832078927196562
249,0.00387972209136933
250,0.292237079143524
251,0.0020919615868479
255,0.104157236218452
256,0.0272849729284644
257,0.0750645153224468
260,0.159345009922981
261,0.00325654302723706
263,0.200968219339848
264,0.160014460980892
267,0.00608839299529791
268,0.0199098420329392
272,0.00973405642434955
274,0.00527590548153967
275,0.00646660188212991
277,0.299415194988251
278,0.294093155860901
280,0.00709171122871339
281,0.0279385358095169
282,0.118217810243368
283,0.0101770388893783
284,0.0768028493970632
286,0.0192432157695293
290,0.0242163985967636
291,0.0312837732955813
293,0.0387494623661041
295,0.088762442022562
297,0.00190044519258663
298,0.0820920035243034
300,0.00303891175426543
304,0.0035980140324682
305,0.00349707934074104
308,0.00409277745056897
309,0.00835236888378859
310,0.0106010798830539
312,0.0311756782233715
313,0.155959033966064
315,0.0091367051936686
317,0.0279621265828609
318,0.0288805557414889
321,0.0112345948349684
323,0.0794016733765602
325,0.0109441355336457
326,0.0172361844219267
327,0.0253343498334289
328,0.0384304601699114
329,0.0195709818974137
330,0.0035854842280969
331,0.0101515076123178
334,0.0379000782966614
335,0.00824352921918035
336,0.0524080142378807
337,0.00450869803316891
338,0.0451332528144121
339,0.0206048749387264
341,0.231309893727303
343,0.00914649949409068
346,0.00340964403003454
348,0.00416245709639043
350,0.172256821393967
351,0.00262863932875916
352,0.0201573468744755
357,0.0727220889180899
358,0.012802195455879
360,0.0060761182801798
361,0.01765021905303
364,0.0223281998187304
365,0.0328514769673347
366,0.0182164138182998
367,0.00701059177517891
368,0.00685707330703735
370,0.00394236128777266
372,0.00234178357059136
376,0.0016417347243987
377,0.00504872198216617
379,0.0170259537175298
380,0.0147538678720593
381,0.0754566557705402
385,0.0123445658944547
386,0.0377189509570599
389,0.0511203173547983
391,0.0672388691455126
392,0.00493000070564449
393,0.0114208763465285
395,0.0255883174017072
396,0.00960233602672815
397,0.00211461530998349
398,0.0220660615712404
399,0.06985895447433
